symbol,name,price,change,change_percentage,market_cap,trailing_p_e,revenue,volume,total_cash,total_debt,five_year_average_dividend_yield,sector,industry
1636.HK,China Metal Resources Utilization Limited,0.208,-0.007,-3.26%,547.373M,N/A,N/A,"644,000",N/A,N/A,N/A,Basic Materials,Copper
0368.HK,Superland Group Holdings Limited,0.680,+0.050,+7.94%,544M,16.19,820.68M,4.416M,34.26M,382.52M,N/A,Industrials,Engineering & Construction
3368.HK,Parkson Retail Group Limited,0.206,+0.004,+1.98%,542.713M,N/A,N/A,2.805M,N/A,N/A,N/A,Consumer Cyclical,Department Stores
1319.HK,Oi Wah Pawnshop Credit Holdings Limited,0.280,0.000,0.00%,541.064M,5.09,184.95M,"296,000",89.03M,518.89M,3.93,Financial Services,Mortgage Finance
2878.HK,Solomon Systech (International) Limited,0.216,+0.003,+1.41%,535.734M,N/A,110.3M,"686,000",36.09M,1.51M,N/A,Technology,Semiconductors
1461.HK,LUZHENG FUTURES Company Limited,0.530,-0.060,-10.17%,531.007M,15.55,N/A,"121,000",N/A,N/A,N/A,Financial Services,Capital Markets
6899.HK,Ourgame International Holdings Limited,0.500,+0.020,+4.17%,538.9M,N/A,N/A,"704,000",N/A,N/A,N/A,Communication Services,Electronic Gaming & Multimedia
1062.HK,China Development Bank International Investment Limited,0.182,-0.003,-1.62%,536.028M,1.47,N/A,1.5M,N/A,N/A,N/A,Communication Services,Electronic Gaming & Multimedia
0047.HK,Hop Hing Group Holdings Limited,0.055,0.000,0.00%,535.312M,4.57,N/A,1.752M,N/A,N/A,3.84,Consumer Cyclical,Restaurants
1255.HK,S. Culture International Holdings Limited,2.500,-0.050,-1.96%,535M,N/A,229.2M,"8,000",51.13M,94.96M,N/A,Consumer Cyclical,Footwear & Accessories
1002.HK,V.S. International Group Limited,0.231,+0.001,+0.43%,533.035M,N/A,N/A,2.536M,N/A,N/A,N/A,Technology,Electronic Components
6833.HK,Sinco Pharmaceuticals Holdings Limited,0.315,-0.005,-1.56%,532.945M,19.80,N/A,"4,000",N/A,N/A,N/A,Communication Services,Advertising Agencies
1237.HK,China Environmental Technology and Bioenergy Holdings Limited,0.173,0.000,0.00%,128.228M,N/A,N/A,"60,000",N/A,N/A,N/A,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
3663.HK,Xiezhong International Holdings Limited,0.660,0.000,0.00%,528M,N/A,N/A,"92,000",N/A,N/A,N/A,Consumer Cyclical,Auto Parts
0456.HK,New City Development Group Limited,0.122,-0.003,-2.40%,527.914M,N/A,42.35M,33.18M,64.61M,383.53M,N/A,Real Estate,Real Estate—Development
3686.HK,Clifford Modern Living Holdings Limited,0.520,0.000,0.00%,527.904M,4.87,N/A,"30,000",N/A,N/A,N/A,Consumer Defensive,Grocery Stores
8371.HK,Taste Gourmet Group Limited,1.400,0.000,0.00%,535.45M,19.44,370.06M,"160,000",64.2M,183.26M,N/A,Consumer Cyclical,Restaurants
0372.HK,PT International Development Corporation Limited,0.260,+0.005,+1.96%,524.753M,N/A,1.25B,6.086M,284.05M,4.7M,N/A,Financial Services,Capital Markets
0983.HK,SOCAM Development Limited,1.370,-0.030,-2.14%,512.923M,70.00,5.22B,"6,000",1.06B,2.96B,N/A,Real Estate,Real Estate—Development
1215.HK,Kai Yuan Holdings Limited,0.041,0.000,0.00%,523.935M,N/A,169.19M,"140,000",1.03B,1.49B,N/A,Consumer Cyclical,Lodging
0609.HK,Tiande Chemical Holdings Limited,0.600,-0.010,-1.64%,536.731M,21.47,N/A,"52,000",N/A,N/A,N/A,Basic Materials,Chemicals
1028.HK,C.banner International Holdings Limited,0.250,+0.002,+0.81%,519.25M,N/A,N/A,"242,000",N/A,N/A,N/A,Consumer Cyclical,Footwear & Accessories
0679.HK,Asia Tele-Net and Technology Corporation Limited,1.240,0.000,0.00%,528.814M,0.84,258.47M,"220,000",449.67M,3.69M,N/A,Industrials,Specialty Industrial Machinery
1185.HK,China Energine International (Holdings) Limited,0.118,-0.010,-7.81%,515.542M,N/A,30.78M,2.388M,N/A,1.79B,N/A,Utilities,Utilities—Renewable
1298.HK,Yunnan Energy International Co. Limited,1.600,-0.270,-14.44%,440.699M,N/A,188.2M,"6,000",25.95M,33.02M,N/A,Technology,Scientific & Technical Instruments
0046.HK,Computer And Technologies Holdings Limited,2.050,-0.010,-0.49%,511.45M,10.91,259.45M,"44,000",249.32M,5.82M,5.54,Technology,Information Technology Services
2528.HK,Forward Fashion (International) Holdings Company Limited,1.280,+0.020,+1.59%,512M,13.77,1.11B,"616,000",252.82M,641.24M,N/A,Consumer Cyclical,Apparel Retail
1802.HK,Wenye Group Holdings Limited,0.850,-0.040,-4.49%,504.9M,11.22,N/A,1.222M,N/A,N/A,N/A,Industrials,Engineering & Construction
1200.HK,Midland Holdings Limited,0.710,-0.010,-1.39%,509.813M,N/A,4.46B,"206,000",1.47B,1.56B,N/A,Real Estate,Real Estate Services
0370.HK,China Best Group Holding Limited,0.500,+0.005,+1.01%,508.43M,N/A,455.93M,"282,000",137.2M,252.39M,N/A,Consumer Cyclical,Specialty Retail
0621.HK,Taung Gold International Limited,0.028,0.000,0.00%,508.242M,N/A,N/A,38.41M,199.59M,1.61M,N/A,Basic Materials,Gold
0601.HK,Rare Earth Magnesium Technology Group Holdings Limited,0.074,-0.004,-5.13%,487.245M,0.02,1.16B,1.42M,32.69M,852.72M,N/A,Basic Materials,Other Industrial Metals & Mining
8082.HK,Sun Entertainment Group Limited,0.400,+0.015,+3.90%,500.32M,N/A,83.13M,"85,000",39.45M,357k,N/A,Communication Services,Entertainment
1146.HK,China Outfitters Holdings Limited,0.147,-0.001,-0.68%,506.481M,N/A,N/A,"200,000",N/A,N/A,N/A,Consumer Cyclical,Apparel Manufacturing
8005.HK,Yuxing InfoTech Investment Holdings Limited,0.250,+0.006,+2.46%,518.273M,N/A,238.39M,"2,000",379.56M,135.28M,N/A,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
0527.HK,China Ruifeng Renewable Energy Holdings Limited,0.255,-0.005,-1.92%,504.681M,N/A,N/A,"104,000",N/A,N/A,N/A,Utilities,Utilities—Renewable
0180.HK,Kader Holdings Company Limited,0.530,-0.030,-5.36%,503.812M,N/A,371.4M,"44,000",105.36M,374.58M,N/A,Consumer Cyclical,Leisure
1312.HK,Tongfang Kontafarma Holdings Limited,0.090,+0.004,+4.65%,502.971M,13.85,1.48B,1.242M,393.92M,1.07B,N/A,Basic Materials,Building Materials
1941.HK,Ye Xing Group Holdings Limited,1.240,+0.010,+0.81%,502.584M,16.87,N/A,"156,000",N/A,N/A,N/A,Real Estate,Real Estate Services
0360.HK,New Focus Auto Tech Holdings Limited,0.074,-0.001,-1.33%,500.805M,N/A,N/A,"880,000",N/A,N/A,N/A,Consumer Cyclical,Auto & Truck Dealerships
1127.HK,Lion Rock Group Limited,0.650,0.000,0.00%,500.5M,4.81,1.4B,"272,000",364.68M,322.7M,6.54,Industrials,Specialty Business Services
0681.HK,Chinese People Holdings Company Limited,0.056,-0.004,-6.67%,500.335M,2.42,N/A,15.742M,N/A,N/A,N/A,Energy,Oil & Gas Midstream
2189.HK,Kato (Hong Kong) Holdings Limited,0.500,-0.010,-1.96%,500M,10.12,196.16M,"244,000",184.38M,138.26M,N/A,Healthcare,Medical Care Facilities
0469.HK,Capxon International Electronic Company Limited,0.590,0.000,0.00%,498.29M,4.99,N/A,5.164M,N/A,N/A,N/A,Technology,Electronic Components
1165.HK,Shunfeng International Clean Energy Limited,0.100,0.000,0.00%,498.238M,N/A,N/A,2.258M,N/A,N/A,N/A,Technology,Solar
0663.HK,King Stone Energy Group Limited,0.068,0.000,0.00%,495.724M,N/A,13.37M,"630,000",106.39M,268.74M,N/A,Industrials,Conglomerates
2289.HK,"Charmacy Pharmaceutical Co., Ltd.",4.590,+0.040,+0.88%,496.776M,10.86,N/A,"1,000",N/A,N/A,N/A,Healthcare,Medical Distribution
0618.HK,Peking University Resources (Holdings) Company Limited,0.076,-0.001,-1.30%,487.628M,0.98,N/A,"258,000",N/A,N/A,N/A,Real Estate,Real Estate—Development
0385.HK,Chinney Alliance Group Limited,0.830,-0.030,-3.49%,493.766M,3.77,4.94B,"3,280",561.91M,290.72M,4.30,Industrials,Engineering & Construction
0666.HK,SHK Hong Kong Industries Limited,0.120,0.000,0.00%,493.404M,33.33,43.11M,"300,000",659.18M,N/A,N/A,Financial Services,Asset Management
1410.HK,Edvance International Holdings Limited,0.490,0.000,0.00%,492.426M,21.89,394.33M,"230,000",73.56M,35.02M,N/A,Technology,Software—Infrastructure
3828.HK,Ming Fai International Holdings Limited,0.670,+0.010,+1.52%,491.956M,5.00,1.78B,"304,000",383.86M,156.09M,6.11,Consumer Defensive,Household & Personal Products
0513.HK,Continental Holdings Limited,0.074,+0.002,+2.78%,505.507M,10.29,482.42M,"180,000",560.16M,808.91M,N/A,Consumer Cyclical,Luxury Goods
0994.HK,CT Vision (International) Holdings Limited,0.700,-0.020,-2.78%,490.581M,N/A,219.12M,"232,000",99.55M,145.89M,N/A,Industrials,Engineering & Construction
8011.HK,Polyard Petroleum International Group Limited,0.146,0.000,0.00%,489.713M,N/A,184k,"220,000",1.9M,152M,N/A,Energy,Oil & Gas E&P
8021.HK,WLS Holdings Limited,0.034,-0.001,-2.86%,488.481M,N/A,133.01M,"60,000",100.98M,155.73M,N/A,Industrials,Engineering & Construction
1925.HK,Kwung's Holdings Limited,1.200,+0.010,+0.84%,486.05M,15.18,N/A,"238,000",N/A,N/A,N/A,Consumer Defensive,Household & Personal Products
1327.HK,Luxxu Group Limited,0.153,+0.043,+39.09%,63.452M,N/A,N/A,"30,000",N/A,N/A,N/A,Consumer Cyclical,Luxury Goods
9900.HK,Gain Plus Holdings Limited,1.300,0.000,0.00%,483.6M,19.73,932.76M,"4,000",73.42M,8.89M,N/A,Industrials,Engineering & Construction
1416.HK,CTR Holdings Limited,0.345,-0.010,-2.82%,483M,9.12,N/A,"780,000",N/A,N/A,N/A,Industrials,Engineering & Construction
1269.HK,China First Capital Group Limited,0.096,-0.008,-7.69%,482.581M,N/A,N/A,139.226M,N/A,N/A,N/A,Consumer Cyclical,Auto Parts
2788.HK,Yorkey Optical International (Cayman) Ltd.,0.590,-0.030,-4.84%,482.561M,20.03,50.27M,"82,000",82.48M,1.58M,6.47,Technology,Electronic Components
3322.HK,Win Hanverky Holdings Limited,0.380,0.000,0.00%,488.072M,8.00,4.77B,"196,000",669.75M,1.4B,6.07,Consumer Cyclical,Apparel Manufacturing
0926.HK,Besunyen Holdings Company Limited,0.295,-0.010,-3.28%,480.912M,2.55,N/A,"737,000",N/A,N/A,N/A,Consumer Defensive,Packaged Foods
1932.HK,CPM Group Limited,0.480,+0.010,+2.13%,480M,N/A,674.67M,"32,000",197.32M,227.45M,N/A,Basic Materials,Specialty Chemicals
0767.HK,Asia Pacific Silk Road Investment Company Limited,0.123,+0.003,+2.50%,476.022M,N/A,91.89M,7.76M,80.89M,8.34M,N/A,Financial Services,Credit Services
1518.HK,New Century Healthcare Holding Co. Limited,0.980,-0.010,-1.01%,480.225M,N/A,N/A,"40,000",N/A,N/A,N/A,Healthcare,Medical Care Facilities
1425.HK,Justin Allen Holdings Limited,0.385,+0.015,+4.05%,481.25M,6.91,688.6M,1.005M,112.68M,23.96M,N/A,Consumer Cyclical,Apparel Manufacturing
1172.HK,Magnus Concordia Group Limited,0.082,0.000,0.00%,473.894M,215.00,310.4M,"4,000",363.39M,377.06M,N/A,Industrials,Specialty Business Services
1412.HK,Q P Group Holdings Limited,0.890,+0.020,+2.30%,473.48M,5.62,1.13B,"82,000",194.21M,129.52M,N/A,Basic Materials,Paper & Paper Products
0519.HK,Applied Development Holdings Limited,0.189,+0.001,+0.53%,473.466M,N/A,242.55M,3.9M,657.3M,281.14M,N/A,Real Estate,Real Estate Services
0859.HK,Zhongchang International Holdings Group Limited,0.420,0.000,0.00%,472.513M,17.42,9.66M,"30,000",176.36M,1.6B,N/A,Real Estate,Real Estate Services
1129.HK,China Water Industry Group Limited,0.300,0.000,0.00%,478.962M,4.07,1.21B,"284,000",927.99M,1.15B,N/A,Utilities,Utilities—Regulated Water
0764.HK,Eternity Investment Limited,0.123,+0.001,+0.82%,469.812M,N/A,145.34M,"8,629",393.29M,941.47M,N/A,Financial Services,Credit Services
1206.HK,Technovator International Limited,0.600,0.000,0.00%,469.315M,4.75,N/A,"90,000",N/A,N/A,N/A,Technology,Electronic Components
9958.HK,Litian Pictures Holdings Limited,1.560,+0.010,+0.65%,468M,5.34,N/A,"666,000",N/A,N/A,N/A,Communication Services,Entertainment
1616.HK,Starrise Media Holdings Limited,0.330,0.000,0.00%,467.58M,13.02,N/A,"216,000",N/A,N/A,N/A,Communication Services,Entertainment
0556.HK,Pan Asia Environmental Protection Group Limited,0.550,-0.020,-3.51%,462M,N/A,N/A,"42,000",N/A,N/A,N/A,Industrials,Pollution & Treatment Controls
1372.HK,Bisu Technology Group International Limited,2.300,-0.190,-7.63%,460M,N/A,428.74M,"57,000",55.88M,422.7M,N/A,Industrials,Engineering & Construction
1020.HK,Cybernaut International Holdings Company Limited,0.116,-0.003,-2.52%,461.152M,N/A,N/A,"880,000",N/A,N/A,N/A,Consumer Cyclical,Internet Retail
0362.HK,Xinyang Maojian Group Limited,0.345,+0.015,+4.55%,460.723M,N/A,277.53M,36.455M,8.26M,1.04B,N/A,Basic Materials,Chemicals
1132.HK,Orange Sky Golden Harvest Entertainment (Holdings) Limited,0.164,-0.007,-4.09%,459.146M,N/A,665.29M,"310,000",1.16B,2.08B,N/A,Communication Services,Entertainment
1861.HK,Precious Dragon Technology Holdings Limited,1.960,0.000,0.00%,457.748M,9.20,618.22M,"62,000",100.94M,42.66M,N/A,Consumer Cyclical,Specialty Retail
0418.HK,Founder Holdings Limited,0.385,+0.005,+1.32%,461.904M,4.35,925.34M,"188,000",355.2M,12.78M,N/A,Technology,Software—Application
8128.HK,China Geothermal Industry Development Group Limited,0.099,0.000,0.00%,448.165M,N/A,359.7M,"200,000",78.4M,445.9M,N/A,Industrials,Engineering & Construction
8313.HK,ZACD Group Ltd.,0.226,+0.002,+0.89%,452M,N/A,N/A,"380,000",N/A,N/A,N/A,Financial Services,Asset Management
1170.HK,Kingmaker Footwear Holdings Limited,0.660,-0.030,-4.35%,451.723M,N/A,1.05B,"40,000",450.49M,1.32M,N/A,Consumer Cyclical,Footwear & Accessories
8029.HK,Sun International Group Limited,0.207,-0.001,-0.48%,449.548M,N/A,93.21M,"335,000",117.4M,214.99M,N/A,Financial Services,Financial Conglomerates
0395.HK,Smartac International Holdings Limited,0.080,-0.003,-3.61%,450.878M,N/A,N/A,5.472M,N/A,N/A,N/A,Consumer Cyclical,Internet Retail
2113.HK,Century Group International Holdings Limited,0.580,+0.010,+1.75%,466.755M,N/A,251.76M,"40,000",27.58M,480k,N/A,Industrials,Engineering & Construction
1194.HK,Bay Area Gold Group Limited,0.540,-0.060,-10.00%,160.431M,N/A,N/A,"56,500",N/A,N/A,N/A,Industrials,Engineering & Construction
1348.HK,Quali-Smart Holdings Limited,0.305,+0.005,+1.67%,449.64M,N/A,413.3M,3.054M,62.33M,100.69M,N/A,Consumer Cyclical,Leisure
1156.HK,China New Energy Limited,0.345,+0.005,+1.47%,44.667M,2.37,N/A,1.532M,N/A,N/A,N/A,Energy,Oil & Gas Equipment & Services
0755.HK,Shanghai Zendai Property Limited,0.030,0.000,0.00%,446.382M,N/A,790.55M,1.995M,481.9M,7.07B,N/A,Real Estate,Real Estate—Development
0814.HK,Beijing Jingkelong Company Limited,1.090,+0.010,+0.93%,449.32M,7.31,N/A,"142,000",N/A,N/A,5.07,Consumer Cyclical,Specialty Retail
1938.HK,Chu Kong Petroleum and Natural Gas Steel Pipe Holdings Limited,0.440,-0.010,-2.22%,444.902M,N/A,N/A,2.105M,N/A,N/A,N/A,Basic Materials,Steel
8325.HK,China Smartpay Group Holdings Limited,0.270,-0.020,-6.90%,443.931M,N/A,155.43M,"140,000",65.52M,329.43M,N/A,Industrials,Specialty Business Services
0608.HK,High Fashion International Limited,1.450,-0.020,-1.36%,443.143M,6.04,2.59B,"70,000",1.16B,1.47B,3.31,Consumer Cyclical,Apparel Manufacturing
1163.HK,Adtiger Corporations Limited,0.710,-0.020,-2.74%,441.975M,18.93,N/A,"222,500",N/A,N/A,N/A,Communication Services,Advertising Agencies
0800.HK,A8 New Media Group Limited,0.163,0.000,0.00%,440.245M,71.72,N/A,"394,000",N/A,N/A,N/A,Industrials,Conglomerates
0685.HK,Media Chinese International Limited,0.265,-0.030,-10.17%,491.368M,8.14,191.8M,"22,000",75.88M,23.91M,6.65,Communication Services,Publishing
1073.HK,Da Yu Financial Holdings Limited,0.385,-0.025,-6.10%,438.642M,N/A,93.59M,1.236M,63.62M,1.16M,N/A,Financial Services,Capital Markets
0738.HK,Le Saunda Holdings Limited,0.620,0.000,0.00%,437.655M,N/A,N/A,"30,000",N/A,N/A,N/A,Consumer Cyclical,Footwear & Accessories
0444.HK,Sincere Watch (Hong Kong) Limited,0.072,-0.001,-1.37%,435.164M,N/A,261.77M,"70,000",114.56M,251.49M,N/A,Consumer Cyclical,Luxury Goods
0229.HK,Raymond Industrial Limited,0.880,0.000,0.00%,435.16M,9.09,1.17B,"31,000",260.37M,N/A,5.98,Technology,Consumer Electronics
0294.HK,Yangtzekiang Garment Limited,2.100,-0.130,-5.83%,434.171M,210.00,656.21M,"3,000",289.86M,17.96M,3.27,Consumer Cyclical,Apparel Manufacturing
0707.HK,Asia Television Holdings Limited,0.046,-0.005,-9.80%,433.581M,N/A,N/A,155.624M,N/A,N/A,N/A,Consumer Cyclical,Textile Manufacturing
0611.HK,China Nuclear Energy Technology Corporation Limited,0.330,+0.015,+4.76%,433.323M,5.01,2.84B,"642,000",583.03M,3.46B,N/A,Industrials,Engineering & Construction
0623.HK,SinoMedia Holding Limited,0.910,0.000,0.00%,433.07M,14.83,N/A,"230,000",N/A,N/A,N/A,Communication Services,Advertising Agencies
0759.HK,CEC International Holdings Limited,0.650,-0.030,-4.41%,433.024M,35.14,1.96B,"860,000",62.26M,520.96M,N/A,Consumer Defensive,Grocery Stores
8223.HK,Ziyuanyuan Holdings Group Limited,1.080,-0.050,-4.42%,432M,25.96,N/A,"484,000",N/A,N/A,N/A,Financial Services,Credit Services
1388.HK,Embry Holdings Limited,1.020,-0.010,-0.97%,430.865M,5.52,1.85B,"35,000",361.09M,700.52M,3.21,Consumer Cyclical,Apparel Manufacturing
6866.HK,Zuoli Kechuang Micro-finance Company Limited,0.365,+0.010,+2.82%,430.7M,3.21,N/A,"2,000",N/A,N/A,N/A,Financial Services,Credit Services
0718.HK,Tai United Holdings Limited,0.082,+0.007,+9.33%,430.502M,N/A,70.97M,"550,000",693.97M,392.01M,N/A,Healthcare,Medical Distribution
2188.HK,"China Titans Energy Technology Group Co., Limited",0.465,+0.035,+8.14%,430.151M,N/A,N/A,2.102M,N/A,N/A,N/A,Industrials,Electrical Equipment & Parts
0932.HK,Shunten International (Holdings) Limited,0.167,+0.006,+3.73%,428.34M,N/A,318.13M,10.256M,57.16M,194.88M,N/A,Consumer Defensive,Packaged Foods
0423.HK,Hong Kong Economic Times Holdings Limited,0.990,-0.020,-1.98%,427.284M,40.41,1.13B,"26,000",403.6M,15.07M,5.61,Communication Services,Publishing
0730.HK,Shougang Concord Grand (Group) Limited,0.107,-0.005,-4.46%,426.356M,N/A,80.14M,"978,000",501.28M,149.98M,N/A,Financial Services,Credit Services
0227.HK,First Shanghai Investments Limited,0.300,0.000,0.00%,425.691M,40.00,445.08M,"776,000",483.32M,586.13M,N/A,Financial Services,Capital Markets
1803.HK,Beijing Sports and Entertainment Industry Group Limited,0.153,-0.010,-6.13%,199.209M,N/A,159.08M,"112,500",178.81M,74.53M,N/A,Consumer Cyclical,Leisure
8506.HK,China Futex Holdings Limited,0.425,-0.005,-1.16%,425M,44.17,N/A,"36,000",N/A,N/A,N/A,Industrials,Specialty Industrial Machinery
0406.HK,Yau Lee Holdings Limited,0.960,-0.010,-1.03%,420.532M,N/A,6.69B,"6,000",663.96M,2.3B,N/A,Industrials,Engineering & Construction
1314.HK,Tsui Wah Holdings Limited,0.300,-0.010,-3.23%,423.369M,N/A,1.39B,"802,000",237.39M,767.48M,3.65,Consumer Cyclical,Restaurants
8245.HK,On Real International Holdings Limited,0.119,+0.009,+8.18%,71.221M,N/A,337.4M,"846,500",46.94M,53.4M,N/A,Technology,Communication Equipment
1097.HK,i-CABLE Communications Limited,0.059,+0.001,+1.72%,420.943M,N/A,1.11B,3.992M,220.8M,763.28M,N/A,Communication Services,Entertainment
1712.HK,Dragon Mining Limited,2.140,+0.040,+1.90%,313.086M,8.59,N/A,1.244M,N/A,N/A,N/A,Basic Materials,Gold
0822.HK,Ka Shui International Holdings Limited,0.470,-0.010,-2.08%,420.068M,3.35,1.46B,1.626M,293.58M,230.85M,N/A,Industrials,Metal Fabrication
8208.HK,WMCH Global Investment Limited,0.700,-0.110,-13.58%,420M,N/A,N/A,"714,000",N/A,N/A,N/A,Industrials,Engineering & Construction
1586.HK,China Leon Inspection Holding Limited,1.050,0.000,0.00%,420M,15.30,N/A,"36,000",N/A,N/A,N/A,Industrials,Specialty Business Services
6898.HK,China Aluminum Cans Holdings Limited,0.465,-0.055,-10.58%,419.33M,35.77,178.74M,"106,000",74.1M,10.7M,7.27,Consumer Cyclical,Packaging & Containers
6877.HK,CLSA Premium Limited,0.205,0.000,0.00%,416.824M,N/A,2.39M,"10,000",327.8M,17.35M,N/A,Financial Services,Capital Markets
1920.HK,Hands Form Holdings Limited,0.160,-0.002,-1.23%,416M,13.63,485.36M,"60,000",9.71M,15.97M,N/A,Industrials,Engineering & Construction
0040.HK,Gold Peak Industries (Holdings) Limited,0.530,+0.010,+1.92%,415.887M,19.63,6.05B,"569,000",1.25B,3.61B,4.40,Technology,Electronic Components
1901.HK,Feiyang International Holdings Group Limited,0.830,+0.020,+2.47%,415M,19.58,N/A,"578,000",N/A,N/A,N/A,Consumer Cyclical,Travel Services
0434.HK,Boyaa Interactive International Limited,0.580,0.000,0.00%,414.773M,10.11,N/A,"963,085",N/A,N/A,N/A,Communication Services,Electronic Gaming & Multimedia
0684.HK,Allan International Holdings Limited,1.220,+0.010,+0.83%,409.228M,N/A,982.84M,"102,000",705.76M,31.16M,4.45,Technology,Consumer Electronics
6890.HK,KangLi International Holdings Limited,0.680,0.000,0.00%,418.314M,14.96,N/A,"30,000",N/A,N/A,N/A,Basic Materials,Steel
0975.HK,Mongolian Mining Corporation,0.400,0.000,0.00%,411.672M,1.02,458.54M,"6,000",20.8M,447.85M,N/A,Basic Materials,Coking Coal
0827.HK,Ko Yo Chemical (Group) Limited,0.075,0.000,0.00%,411.603M,N/A,N/A,"700,000",N/A,N/A,N/A,Basic Materials,Chemicals
0039.HK,China Beidahuang Industry Group Holdings Limited,0.067,+0.001,+1.52%,417.084M,N/A,871.9M,2.416M,500.58M,1.21B,N/A,Consumer Defensive,Grocery Stores
1110.HK,Kingworld Medicines Group Limited,0.660,+0.020,+3.13%,410.85M,17.49,N/A,"120,000",N/A,N/A,2.51,Healthcare,Pharmaceutical Retailers
0924.HK,Khoon Group Limited,0.410,0.000,0.00%,410M,19.64,N/A,"128,000",N/A,N/A,N/A,Industrials,Engineering & Construction
0063.HK,China Asia Valley Group Limited,0.145,0.000,0.00%,408.769M,N/A,13.75M,"110,000",1.52M,217.84M,N/A,Real Estate,Real Estate Services
1386.HK,Vestate Group Holdings Limited,0.570,+0.020,+3.64%,408.228M,N/A,40.98M,4.863M,27.09M,599.04M,N/A,Consumer Cyclical,Footwear & Accessories
1046.HK,Universe Entertainment and Culture Group Company Limited,0.450,+0.070,+18.42%,407.984M,N/A,257.65M,"105,500",193.08M,20.77M,N/A,Communication Services,Entertainment
0804.HK,Pinestone Capital Limited,0.090,-0.030,-25.00%,406.07M,56.25,30.33M,23.395M,34.03M,2.77M,N/A,Financial Services,Capital Markets
0484.HK,Forgame Holdings Limited,2.600,+0.060,+2.36%,405.61M,N/A,N/A,"91,300",N/A,N/A,N/A,Communication Services,Electronic Gaming & Multimedia
